AAA,Anaa
SID,Amilcar Cabral 
SIE,Sines
SIF,Simara
SIG,Isla Grande
SIH,Silgadi Doti
SII,Sidi Ifni
SIJ,Siglufjordur
SIK,Memorial
SIL,Sila
SIM,Simbai
SIN,Singapour 
SIO,Smithton
SIP,Simferopol 
SIQ,Dabo
SIR,Sion
SIS,Sishen 
SIT,Sitka 
SIU,Siuna
SIV,County
SIW,Sibisa
SIX,Singleton
SIY,Siskiyou County
SIZ,Sissano
SJA,San Juan
SJB,San Joaquin
SJC,Norman Y. Mineta San Jose 
SJD,Los Cabos 
SJE,San Jose Del Gua
SJF,St John Island
SJG,San Pedro Jagua
SJH,San Juan Del Cesar
SJI,San Jose
SJJ,Sarajevo 
SJK,Sao Jose Dos Campos
SJL,Da Cachoeira
SJM,San Juan
SJN,St. Johns Industrial Air Park
SJO,San Jose 
SJP,Sao Jose do Rio Preto 
SJQ,Sesheke
SJR,San Juan D Ur
SJS,San Jose
SJT,San Angelo Regional 
SJU,Luis Munoz Marin 
SJV,San Javier
SJW,Shijiazhuang Daguocun 
SJX,Sartaneja
SJY,Ilmajoki
SJZ,Sao Jorge Island 
SKA,About Fairchild Air Force Base
SKB,Robert L. Bradshaw 
SKC,Suki
SKD,Samarkand 
SKE,Skien
SKF,Kelly AFB
SKG,Thessaloniki 
SKH,Surkhet
SKI,Skikda
SKJ,Sitkinak Cgs
SKK,Shaktoolik 
SKL,Broadford
SKM,Skeldon
SKN,Stokmarknes Skagen 
SKO,Sokoto
SKP,Skopje
SKQ,Sekakes
SKR,Shakiso
SKS,Vojens
SKT,Sialkot 
SKU,Skiros 
SKV,Mount Sinai
SKW,Intermediate
SKX,Saransk 
SKY,Griffing Sandusky
SKZ,Sukkur 
SLA,Martin Miguel de Guemes 
SLB,Storm Lake Municipal 
SLC,Salt Lake City 
SLD,Sliac
SLE,Mcnary Field
SLF,Sulayel
SLG,Smith Field
SLH,Sola
SLI,Solwezi
SLJ,Stellar Air Park
SLK,Adirondack 
SLL,Salalah 
SLM,Matacan 
SLN,Salina Regional 
SLO,Leckrone
SLP,San Luis Potosi 
SLQ,Sleetmute
SLR,Sulphur Springs
SLS,Silistra
SLT,Salida
SLU,George F. L. Charles 
SLV,Simla
SLW,Plan de Guadalupe 
SLX,Salt Cay
SLY,Salekhard 
SLZ,Marechal Cunha Machado 
SMA,Vila Do Porto 
SMB,Cerro Sombrero
SMC,Santa Maria
SMD,Smith Field
SME,Pulaski County
SMF,Sacramento 
SMG,Santa Maria
SMH,Sapmanga
SMI,Samos 
SMJ,Sim
SMK,St. Michael 
SML,Estate Airstrip
SMM,Semporna
SMN,Salmon
SMO,Santa Monica
SMP,Stockholm
SMQ,H. Asan 
SMR,Simon Bolivar 
SMS,Sainte Marie
SMT,Sun Moon Lake
SMU,Sheep Mountain
SMV,Samedan
SMW,Smara
SMX,Santa Maria Public 
SMY,Simenti
SMZ,Stoelmans Eiland
SNA,John Wayne 
SNB,Snake Bay
SNC,General Ulpiano Paez 
SND,Seno
SNE,Preguica
SNF,San Felipe
SNG,San Ignacio De Velasco
SNH,Stanthorpe
SNI,R.E. Murray
SNJ,San Julian
SNK,Winston Field
SNL,Shawnee Municipal
SNM,San Ignacio De M
SNN,Shannon 
SNO,Sakon Nakhon 
SNP,Saint Paul Island 
SNQ,San Quintin
SNR,Montoir 
SNS,Salinas
SNT,Sabana De Torres
SNU,Santa Clara 
SNV,Santa Elena
SNW,Thandwe 
SNX,Sabana De Mar
SNY,Sidney
SNZ,Santa Cruz
SOA,Soc Trang
SOB,Si¡rmelli©k/Balaton
SOC,Adi Sumarmo 
SOD,Sorocaba
SOE,Souanke
SOF,Sofia 
SOG,Sogndal 
SOH,Solita
SOI,South Molle Island
SOJ,Sorkjosen 
SOK,Semongkong
SOL,Solomon
SOM,Edmundo Barrios
SON,Santo Pekoa 
SOO,Helsinge 
SOP,Pinehurst-S. Pines
SOQ,Sorong 
SOR,Al Thaurah
SOT,Sodankyla
SOU,Southampton 
SOV,Seldovia
SOW,Show Low 
SOX,Alberto Lleras Camargo
SOY,Stronsay 
SOZ,Solenzara
SPA,Spartanburg Downtown Memorial
SPB,SPB
SPC,La Palma 
SPD,Saidpur 
SPE,Sepulot
SPF,Black Hills
SPG,Whitted
SPH,Sopu
SPI,Capital 
SPJ,Eleftherios Venizelos
SPK,Sapporo Metropolitan Area
SPM,Spangdahlem
SPN,Saipan 
SPO,San Pablo
SPP,Menongue
SPQ,Catalina SPB
SPR,San Pedro
SPS,Sheppard AFB
SPT,Sipitang
SPU,Split 
SPV,Sepik Plains
SPW,Spencer Municipal
SPX,Gizeh
SPY,San Pedro
SPZ,Springdale Municipal
SQA,Santa Ynez
SQB,Santa Ana
SQC,Southern Cross
SQD,Shangrao Sanqingshan 
SQE,San Luis De Pale
SQF,Solano
SQG,Sorong 
SQH,Na-San
SQI,Whiteside County
SQJ,Sanming Shaxian 
SQK,Sidi Barani
SQL,San Carlos
SQM,Sao Miguel de Aragao
SQN,Sanana
SQO,Gunnarn
SQQ,Siauliai 
SQR,Inco Soroako Waws
SQS,Matthew Spain
SQT,China Straits Airstrip
SQU,Saposoa
SQV,Sequim Valley 
SQW,Skive 
SQX,Sao Miguel do Oeste
SQY,Sao Lourenco Do Sul
SQZ,Scampton RAF Station
SRA,Santa Rosa
SRB,Santa Rosa
SRC,Searcy
SRD,San Ramon
SRE,Sucre 
SRF,Hamilton Field
SRG,Achmad Yani 
SRH,Sarh
SRI,Temindung 
SRJ,Capitan G Q Guardia
SRL,Santa Rosalia
SRM,Sandringham
SRN,Strahan
SRO,Santana Ramos
SRP,Stord 
SRQ,Sarasota Bradenton 
SRR,Dunwich
SRS,Cartagena
SRT,Soroti
SRU,Skypark
SRV,Stony River
SRW,Rowan County
SRX,Sert
SRY,Dashte Naz 
SRZ,El Trompillo
SSA,Deputado Luis Eduardo Magalhaes 
SSB,SPB
SSC,Shaw AFB
SSD,San Felipe
SSE,Sholapur
SSF,Stinson Municipal 
SSG,Malabo 
SSH,Sharm El Sheikh 
SSI,Malcolm Mckinnon
SSJ,Stokka 
SSK,Sturt Creek
SSL,Santa Rosalia
SSM,Sault Ste Marie Municipal 
SSN,Seoul AB
SSO,Sao Lourenco
SSP,Silver Plains
SSQ,La Sarre
SSR,Sara
SSS,Siassi
SST,Santa Teresita
SSU,Greenbrier
SSV,Siasi
SSW,Stuart Island
SSX,Samsun Samair 
SSY,M'banza Congo
SSZ,Santos
STA,Stauning Vestjyllands 
STB,L Delicias
STC,Saint Cloud Regional
STD,Mayo Guerrero
STE,Stevens Point
STF,Stephen Island
STG,St. George Island 
STH,Strathmore
STI,Cibao 
STJ,Rosecrans Memorial
STK,Crosson Field
STL,Lambert-St. Louis 
STM,Santarem-Maestro Wilson Fonseca 
STN,Stansted 
STP,St. Paul Downtown 
STQ,St Marys
STR,Stuttgart 
STS,Sonoma County 
STT,Cyril E. King 
STU,Santa Cruz
STV,Surat Gujarat 
STW,Stavropol 
STX,Henry E. Rohlsen 
STY,Salto
STZ,Confresa
SUA,Witham Field
SUB,Juanda 
SUC,Schloredt
SUD,Stroud
SUE,Door County
SUF,Lamezia Terme 
SUG,Surigao 
SUH,Sur
SUI,Babusheri
SUJ,Satu Mare 
SUK,Sakkyryr 
SUL,Sui
SUM,Sumter Municipal 
SUN,Friedman Memorial 
SUO,Sun River
SUP,Trunojoyo
SUQ,Sucua
SUR,Summer Beaver
SUS,Spirit of St. Louis 
SUT,Sumbawanga
SUU,Travis AFB
SUV,Nausori 
SUW,Richard I Bong 
SUX,Sioux Gateway 
SUY,Suntar
SUZ,Suria
SVA,Savoonga 
SVB,Sambava
SVC,Grant County 
SVD,Argyle 
SVE,Susanville
SVF,Save
SVG,Stavanger  Sola
SVH,Statesville Municipal
SVI,San Vicente
SVJ,Helle 
SVK,Silver Creek
SVL,Savonlinna 
SVM,St Pauls
SVN,Hunter AAF
SVO,Sheremetyevo 
SVP,Kuito (Silva Porto)
SVQ,Seville 
SVS,Stevens Village
SVT,Savuti
SVU,Savusavu 
SVV,San Salvador De
SVW,Sparrevohn AFS
SVX,Koltsovo 
SVY,Savo
SVZ,San Antonio
SWA,Jieyang Chaoshan 
SWB,Shaw River
SWC,Stawell
SWD,Seward
SWE,Siwea
SWF,Stewart 
SWG,Satwag
SWH,Swan Hill
SWJ,South West Bay
SWL,Spanish Wells
SWM,Suia-Missu
SWN,Sahiwal
SWO,Searcy Field
SWP,Swakopmund
SWQ,Sultan Muhammad Kaharuddin III 
SWR,Silur
SWS,Swansea 
SWT,Strezhevoy 
SWU,Suwon
SWV,Severo-Evensk 
SWW,Sweetwater
SWX,Shakawe
SWY,Sitiawan
SXA,Sialum
SXB,Strasbourg 
SXC,Avalo Vor/WP
SXE,Sale
SXF,Schonefeld 
SXG,Senanga
SXH,Sehulea
SXI,Sirri Island
SXJ,Shanshan
SXK,Saumlaki Olilit 
SXL,Sligo
SXM,Princess Juliana 
SXN,Suapan
SXO,Sao Felix Do Araguaia
SXP,Sheldon Sea Plane Base
SXQ,Soldotna
SXR,Srinagar 
SXS,Sahabat 16
SXT,Taman Negara
SXU,Soddu
SXV,Salem
SXW,Sauren
SXX,Sao Felix Do Xingu
SXY,Sidney
SXZ,Siirt 
SYA,Shemya AFB
SYB,Seal Bay
SYC,Shiringayoc
SYD,Sydney
SYE,Sadah
SYF,Silva Bay
SYH,Syangboche
SYI,Bomar Field
SYJ,Sirjan
SYK,Stykkisholmur
SYL,Roberts AAF
SYM,Pu'er Simao 
SYN,Carleton
SYO,Shonai 
SYP,Santiago
SYQ,Tobias Bolai±os
SYR,Hancock 
SYS,Saskylakh 
SYT,Charolais Bourgogne S.
SYU,Warraber Island
SYV,Sylvester
SYW,Sehwen Sharif
SYX,Sanya Phoenix 
SYY,Stornoway 
SYZ,Shiraz 
SZA,Soyo 
SZB,Sultan Abdul Aziz Shah 
SZC,Guanacaste
SZE,Semera 
SZF,Samsun-Carsamba 
SZG,W. A. Mozart Salzburg 
SZH,Senipah
SZI,Zaisan
SZJ,Siguanea
SZK,Skukuza 
SZL,Whiteman AFB
SZM,Sesriem
SZN,Santa Cruz Island
SZP,Oxnard
SZQ,Saenz Pena
SZR,Stara Zagora
SZS,Stewart Island
SZT,San Cristobal 
SZU,Segou
SZV,Suzhou
SZW,Parchim 
SZX,Shenzhen Bao'an 
SZY,Olsztyn-Mazury 
SZZ,Goleniow 
TAA,Tarapaina
TAB,A.N.R. Robinson 
TAC,D. Z. Romualdez 
TAD,Las Animas
TAE,Daegu 
TAF,Tafaraoui
TAG,Bohol-Panglao
TAH,Tanna 
TAI,Al Janad
TAJ,Tadji
TAK,Takamatsu 
TAL,Ralph Calhoun
TAM,Tampico 
TAN,Tangalooma
TAO,Qingdao Liuting 
TAP,Tapachula 
TAQ,Tarcoola
TAR,M. A. Grottag
TAS,Tashkent 
TAT,Poprad/Tatry 
TAU,Tauramena
TAV,Tau Island 
TAW,Tacuarembo
TAX,Taliabu
TAY,Tartu 
TAZ,Dashoguz
TBA,Tabibuga
TBB,Tuy Hoa 
TBC,Tuba City
TBD,Timbiqui
TBE,Timbunke
TBF,Tabiteuea North
TBG,Tabubil 
TBH,Romblon
TBI,New Bright
TBJ,Tabarka
TBK,Timber Creek
TBL,Tableland
TBM,Tumbang Samba
TBN,Forney AAF
TBO,Tabora 
TBP,Capitan FAP Pedro Canga Rodriguez 
TBQ,Tarabo
TBR,Statesboro-Bulloch County 
TBS,Tbilisi 
TBT,Tabatinga 
TBU,Fua'amotu 
TBV,Tabal
TBW,Tambov Donskoye 
TBX,Tambelan 
TBY,Tsabong
TBZ,Tabriz 
TCA,Tennant Creek
TCB,Treasure Cay 
TCC,Tucumcari
TCD,Tarapaca
TCE,Tulcea
TCF,Tocoa
TCG,Tacheng
TCH,Tchibanga
TCI,Terney 
TCJ,Torembi 
TCK,Tinboli 
TCL,Van De Graaf
TCM,McChord AFB
TCN,Tehuacan
TCO,La Florida 
TCP,Taba
TCQ,Tacna 
TCR,Tuticorin 
TCS,Truth or Consequences
TCT,Takotna
TCU,Thaba Nchu
TCW,Tocumwal
TCX,Tabas
TCY,Terrace Bay
TCZ,Tengchong Tuofeng 
TDA,Trinidad
TDB,Tetabedi
TDD,Teniente Jorge Henrich Arauz 
TDG,Tandag
TDJ,Tadjoura
TDK,Taldy-Kurgan
TDL,Tandil
TDN,Theda Station
TDO,Winlock
TDP,Trompeteros
TDR,Theodore
TDS,Sasereme
TDT,Tanda Tula
TDV,Tanandava
TDW,Tradewind
TDX,Trat 
TDZ,Toledo
TEA,Tela
TEB,Teterboro 
TEC,Telemaco Borba
TED,Thisted
TEE,Cheikh Larbi Tebessi 
TEF,Telfer 
TEG,Tenkodogo
TEH,Tetlin
TEI,Tezu
TEK,Tatitlek
TEL,Telupid
TEM,Temora
TEN,Tongren 
TEO,Terapo
TEP,Teptep
TEQ,Corlu
TER,Lajes Field
TES,Tessenei
TET,Matundo 
TEU,Manapouri
TEV,Teruel 
TEX,Telluride Regional
TEY,Thingeyri
TEZ,Tezpur 
TFB,Tifalmin
TFF,Tefe 
TFI,Tufi
TFL,Teofilo Otoni
TFM,Telefomin
TFN,Tenerife North 
TFR,Ramadan
TFS,Tenerife South 
TFT,Taftan
TFU,Chengdu Tianfu 
TFY,Muhammad Taufiq Kiemas 
TGA,Tengah Air Base
TGB,Tagbita
TGC,Tanjung Manis 
TGD,Podgorica 
TGE,Sharpe Field
TGG,Sultan Mahmud 
TGH,Tongoa
TGI,Tingo Maria
TGJ,Tiga
TGK,Taganrog
TGL,Tagula
TGM,Transilvania
TGN,La Trobe Regional
TGO,Tongliao 
TGP,Podkamennaya Tunguska 
TGQ,Tangara da Serra
TGR,Touggourt 
TGS,Chokwe
TGT,Tanga 
TGU,Toncontin 
TGV,Targovishte
TGZ,Tuxtla Gutierrez
THA,Tullahoma/William Northern Field
THB,Thaba-Tseka
THC,Tchien
THD,Bai Thuong 
THE,Teresina 
THG,Thangool
THH,Taharoa
THI,Tichitt
THK,Thakhek
THL,Tachilek 
THM,Thompsonfield
THN,Trollhattan 
THO,Thorshofn
THP,Hot Springs
THQ,Maijishan
THR,Mehrabad 
THS,Sukhothai 
THT,Tamchakett
THU,Pituffik 
THV,York 
THW,Harbour SPB
THX,Turukhansk 
THY,Thohoyandou
THZ,Tahoua
TIA,Tirana 
TIB,Tibu
TIC,Tinak Island
TID,Bouchekif Abde Al-hafidh Boussof
TIE,Tippi
TIF,Taif 
TIG,Tingwon
TIH,Tikehau Atoll 
TII,Tirinkot
TIJ,Tijuana 
TIK,Tinker AFB
TIL,Inverlake
TIM,Timika 
TIN,Tindouf 
TIO,Tilin
TIP,Tripoli 
TIQ,Tinian
TIR,Tirupati 
TIS,Thursday Island
TIU,Timaru 
TIV,Tivat 
TIW,Industrial
TIX,Space Coast Regional
TIY,Tidjikja
TIZ,Tari 
TJA,Capitan Oriel Lea Plaza 
TJB,Tanjung Balai
TJC,Ticantiki
TJG,Tanjung Warukin
TJH,Tajima
TJI,Capiro
TJK,Tokat
TJL,Triªs Lagoas 
TJM,Roshchino 
TJN,Takume
TJQ,Bulutumbang 
TJS,Tanjung Selor
TJU,Kulyab 
TJV,Thanjavur
TKA,Talkeetna
TKB,Tekadu
TKC,Tiko
TKD,Takoradi 
TKE,Tenakee SPB
TKF,Truckee-Tahoe
TKG,Radin Inten II 
TKH,Nakhon Sawan
TKI,Tokeen
TKJ,Tok
TKK,Chuuk 
TKL,Taku SPB
TKM,El Peten
TKN,Tokunoshima
TKO,Tlokoeng
TKP,Takapoto
TKQ,Kigoma 
TKR,Thakurgaon
TKS,Tokushima Awaodori 
TKT,Tak
TKU,Turku 
TKV,Tatakoto
TKW,Tekin
TKX,Takaroa
TKY,Turkey Creek
TKZ,Tokoroa
TLA,Teller 
TLB,Tarbela
TLC,Toluca 
TLD,Limpopo Valley
TLE,Tulear
TLF,Telida
TLG,Tulagi Island
TLH,Tallahassee 
TLI,Tolitoli
TLJ,Tatalina AFS
TLK,Talakan
TLL,Tallinn 
TLM,Zenata 
TLN,Hyeres 
TLO,Tol
TLP,Tumolbil
TLQ,Turpan Jiaohe 
TLR,Mefford Field
TLS,Toulouse-Blagnac 
TLT,Tuluksak 
TLU,Tolu
TLV,Ben Gurion 
TLW,Talasea
TLX,Talca
TLY,Plastun 
TLZ,Catalao
TMA,Henry Tift Myers
TMB,Tamiami
TMC,Tambolaka 
TMD,Timbedra
TME,Gabriel Vargas Santos 
TMF,Thimarafushi 
TMG,Tomanggong
TMH,Tanahmerah
TMI,Tumling Tar 
TMJ,Termez 
TMK,Tamky
TML,Tamale 
TMM,Tamatave
TMN,Tamana Island
TMO,Tumeremo
TMP,Tampere-Pirkkala 
TMQ,Tambao
TMR,Aguenar - Hadj Bey Akhamok 
TMS,Sao Tome Island 
TMT,Trombetas
TMU,Tambor 
TMW,Tamworth 
TMX,Timimoun 
TMY,Tiom
TMZ,Thames
TNA,Jinan Yaoqiang 
TNB,Tanah Grogot
TNC,Tin City Afs
TND,Trinidad
TNE,Tanegashima
TNF,Toussus-le-noble
TNG,Tangier Ibn Battouta 
TNH,Tonghua Sanyuanpu 
TNI,Satna
TNJ,Kidjang 
TNK,Tununak
TNL,Ternopol
TNM,Teniente R. Marsh Martin
TNN,Tainan 
TNO,Tamarindo
TNP,Twentynine Palms
TNQ,Teraina
TNR,Antananarivo 
TNS,Tungsten
TNT,Dade Collier
TNU,Newton Municipal 
TNV,Tabuaeran
TNW,Jumandy
TNX,Stung Treng
TNZ,Tosontsengel
TOA,Torrance 
TOB,Tobruk
TOC,Toccoa RG Letourneau Field
TOD,Tioman
TOE,Tozeur 
TOF,Tomsk 
TOG,Togiak Village
TOH,Torres Airstrip
TOI,Troy Municipal 
TOJ,Torrejon AFB
TOK,Torokina
TOL,Toledo Express 
TOM,Tombouctou
TON,Tonu
TOO,San Vito
TOP,Philip Billard
TOQ,Barriles
TOR,Torrington Municipal 
TOS,Tromso/Langnes 
TOT,Coronie
TOU,Touho
TOV,West End SPB
TOW,Toledo
TOX,Tobolsk
TOY,Toyama 
TOZ,Touba
TPA,Tampa 
TPC,Tarapoa
TPE,Taiwan Taoyuan 
TPF,Peter O'Knight
TPG,Taiping
TPH,Tonopah 
TPI,Tapini
TPJ,Taplejung Suketar
TPK,Tapaktuan
TPL,Draughon-miller Central Texas Regional
TPN,Tiputini
TPO,Tanalian Point
TPP,Cad. FAP Guillermo del Castillo Paredes 
TPQ,Tepic 
TPR,Tom Price
TPS,Trapani-Birgi 
TPT,Tapeta
TPU,Tikapur
TPX,Tupai
TQD,Al Taqaddum AB
TQL,Tarko-Sale
TQN,Taluqan
TQO,Aeropuerto Internacional de Tulum Felipe Carrillo Puerto
TQP,Trepell 
TQQ,Maranggo 
TQR,San Domino Island
TQS,Tres Esquinas
TRA,Tarama
TRB,Gonzalo
TRC,Francisco Sarabia 
TRD,Trondheim  Vaernes
TRE,Tiree 
TRF,Torp Sandefjord 
TRG,Tauranga City 
TRH,Trona
TRI,Tri-Cities Regional 
TRJ,Tarakbits
TRK,Juwata 
TRL,Terrell Field
TRM,Thermal
TRN,Turin 
TRO,Taree 
TRP,Tree Point Heliport
TRQ,Tarauaca
TRR,China Bay
TRS,Trieste - Friuli Venezia Giulia 
TRT,Tremonton
TRU,Trujillo 
TRV,Trivandrum 
TRW,Bonriki 
TRX,Memorial
TRY,Tororo
TRZ,Tiruchirapalli 
TSA,Taipei Songshan 
TSB,Tsumeb
TSC,Taisha
TSD,Tshipise
TSF,Treviso 
TSG,Intermediate
TSH,Tshikapa
TSI,Tsili Tsili
TSJ,Tsushima 
TSK,Taskul
TSL,Tamuin
TSM,Taos
TSN,Tianjin Binhai 
TSO,Tresco
TSP,Kern County
TSQ,Torres
TSR,Timisoara Traian Vuia 
TSS,East 34th St Heliport
TST,Trang 
TSU,Tabiteuea South
TSV,Townsville 
TSW,Tsewi
TSX,Tanjung Santan
TSY,Tasikmalaya
TSZ,Tsetserleg
TTA,Tan Tan 
TTB,Arbatax
TTC,Taltal
TTD,Troutdale
TTE,Babullah 
TTG,Tartagal
TTH,Thumrait
TTI,Tetiaroa Island
TTJ,Tottori 
TTL,Turtle Island
TTM,Tablon De Tamara
TTN,Trenton-Mercer 
TTO,Britton Municipal 
TTQ,Tortuquero
TTR,Tana Toraja
TTS,Tsaratanana
TTT,Taitung 
TTU,Sania Ramel
TTW,Tissa Tank
TTX,Mungalalu Truscott Airbase
TUA,Tulcan
TUB,Tubuai
TUC,Benj Matienzo
TUD,Tambacounda
TUE,Tupile
TUF,Val de Loire 
TUG,Tuguegarao 
TUH,Arnold AFS
TUI,Turaif 
TUJ,Tum
TUK,Turbat 
TUL,Tulsa 
TUM,Tumut
TUN,Tunis 
TUO,Taupo 
TUP,Tupelo Regional 
TUQ,Tougan
TUR,Tucurui
TUS,Tucson 
TUT,Tauta
TUU,Tabuk Regional 
TUV,Tucupita
TUW,Tubala
TUX,Tumbler Ridge
TUY,Tulum
TUZ,Tucuma
TVA,Morafenobe
TVC,Cherry Capital 
TVF,Thief River Falls Regional 
TVI,Thomasville Municipal 
TVL,South Lake Tahoe
TVS,Tangshan Sannuhe 
TVU,Matei 
TVY,Dawe 
TWA,Twin Hills
TWB,Toowoomba
TWC,Tumxuk Tangwangcheng 
TWD,Port Townsend
TWE,Taylor
TWF,Magic Valley Regional 
TWH,Two Harbors
TWN,Tewantin
TWP,Torwood
TWT,Tawitawi
TWU,Tawau 
TWY,Tawa
TWZ,Pukaki/Twizel
TXC,Balbasovo Air Base
TXE,Rembele 
TXF,Teixeira de Freitas 
TXG,Taichung
TXK,Texarkana Municipal 
TXL,Berlin 
TXM,Teminabuan
TXN,Huangshan Tunxi 
TXR,Tanbar
TXU,Tabou
TYA,Tula
TYB,Tibooburra
TYC,Taiyuan Yaocheng 
TYD,Tynda 
TYE,Tyonek
TYF,Torsby 
TYG,Thylungra
TYL,Captain FAP Victor Montes Arias 
TYM,Staniel Cay
TYN,Taiyuan Wusu 
TYP,Tobermorey
TYR,Tyler Pounds Regional 
TYS,McGhee Tyson 
TYT,Treinta-y-Tres
TYZ,Taylor
TZA,Municipal
TZC,Tuscola Area
TZL,Tuzla 
TZM,Tizimin
TZN,South Andros
TZO,Tsimiroro
TZX,Trabzon 
UAB,Adana-Incirlik Airbase
UAC,San Luis Rio Colorado
UAE,Mount Aue
UAH,Ua Huka
UAI,Suai
UAK,Narsarsuaq 
UAL,Luau
UAM,Andersen AFB
UAP,Ua Pou
UAQ,San Juan 
UAR,Bouarfa
UAS,Samburu
UAX,Uaxactun
UBA,Uberaba 
UBB,Mabuiag Island
UBI,Buin
UBJ,Yamaguchi Ube 
UBN,Ulaanbaatar
UBP,Ubon Ratchathani 
UBR,Ubrub
UBS,Lowndes County
UBT,Ubatuba
UBU,Kalumburu
UCA,Oneida County
UCB,Ulanqab Jining 
UCC,Yucca Flat
UCE,Eunice
UCK,Lutsk
UCN,Buchanan
UCT,Ukhta 
UCY,Everett-Stewart
UDA,Undarra
UDD,Bermuda Dunes
UDE,Volkel
UDI,Uberlandia-Ten. Cel. Av. Cesar Bombonato 
UDJ,Uzhgorod
UDN,Airfield
UDO,Udomxay
UDR,Udaipur 
UEE,Queenstown
UEL,Quelimane 
UEN,Urengoy
UEO,Kume-jima 
UER,Puertollano
UES,Waukesha
UET,Quetta 
UFA,Ufa 
UGA,Bulgan
UGB,Ugashik Bay
UGC,Urgench 
UGI,Uganik
UGL,Union Glacier Blue-Ice Runway
UGN,Memorial
UGO,Uige
UGS,Ugashik
UGT,Umnugobitour
UGU,Zugapa
UHE,Kunovice
UHS,Aleksandrovsk-Sakhalinskiy 
UIB,El Carano 
UIH,Phu Cat 
UII,Utila
UIK,Ust-Ilimsk
UIL,Quillayute State
UIN,Quincy Municipal 
UIO,Quito 
UIP,Pluguffan 
UIQ,Quine Hill
UIR,Quirindi
UIT,Jaluit Island
UIZ,Berz-Macomb
UJE,Ujae Island
UJN,Uljin
UJU,Uiju Airfield
UKA,Ukunda 
UKB,Kobe 
UKE,Utkela 
UKG,Ust-Kuiga
UKH,Mukhaizna
UKI,Ukiah
UKK,Ust-Kamenogorsk 
UKN,Waukon Municipal 
UKR,Mukeiras
UKS,Belbek
UKT,Upper Bucks
UKU,Nuku
UKX,Ust-Kut 
UKY,Kyoto
ULA,San Julian
ULB,Ulei
ULC,Los Cerrillos
ULD,Ulundi
ULE,Sule
ULG,Ulgit
ULH,Prince Abdul Majeed bin Abdulaziz 
ULI,Ulithi
ULK,Lensk 
ULL,Mull
ULM,New Ulm
ULN,Oulan-Bator 
ULO,Ulaangom
ULP,Quilpie
ULQ,Farfan
ULS,Mulatos
ULU,Gulu
ULV,Baratayevka
ULX,Ulusaba
ULY,Ulyanovsk Vostochny 
ULZ,Uliastai
UMA,Punta De Maisi
UMB,North Shore
UMC,Umba
UMD,Uummannaq
UME,Umea 
UMI,Quincemil
UMM,Summit
UMR,Woomera
UMS,Ust-Maya
UMT,Umiat
UMU,Ernesto Geisel
UMY,Sumy
UMZ,Mena Intermountain Municipal 
UNA,Una
UNC,Unguia
UND,Kunduz
UNE,Qachas Nek
UNG,Kiunga
UNI,Union Island
UNK,Unalakleet 
UNN,Ranong 
UNR,Underkhaan
UNS,Umnak
UNT,Baltasound
UNU,Dodge County
UOA,Mururoa Airstrip
UOL,Buol
UON,Muong Sai
UOS,Franklin County
UOX,University-Oxford
UPA,Punta Alegre
UPB,Playa Baracoa
UPG,Sultan Hasanuddin 
UPL,Upala
UPN,Licenciado y General Ignacio Lopez Rayon 
UPP,Upolu Point
UPR,Upiara
UPV,Upavon
UQE,Queen
URA,Uralsk 
URB,Ernesto Pochler
URC,Urumqi Diwopu 
URD,Burg Feuerstein
URE,Kuressaare 
URG,Ruben Berta 
URI,Uribe
URJ,Uraj 
URM,Uriman
URN,Urgoon
URO,Boos
URR,Urrao
URS,Kursk Vostochny 
URT,Surat Thani 
URU,Uroubi
URY,Gurayat 
URZ,Uruzgan
USA,Concord-Padgett Regional 
USC,Union County 
USH,Malvinas Argentinas 
USI,Mabaruma
USJ,Usharal
USK,Usinsk 
USL,Useless Loop
USM,Koh Samui 
USN,Ulsan 
USO,Usino
USQ,Usak
USR,Ust-Nera 
USS,Sancti Spiritus
UST,St. Augustine 
USU,Busuanga 
UTA,Mutare
UTB,Muttaburra
UTC,Soesterberg
UTD,Nutwood Downs
UTG,Quthing
UTH,Udon Thani 
UTI,Utti
UTK,Utirik Island
UTL,Torremolinos
UTM,Tunica Municipalcipal 
UTN,Upington 
UTO,Indian Mountain AFS
UTP,Utapao 
UTR,Uttaradit
UTS,Ust-Tsilma
UTT,Umtata 
UTU,Ustupo
UTW,Queenstown
UUA,Bugulma 
UUD,Ulan-Ude 
UUK,Kuparuk
UUN,Baruun-Urt
UUS,Yuzhno-Sakhalinsk 
UUU,Manumu
UVA,Garner Field
UVE,Ouvea 
UVF,Hewanorra 
UVI,Unii£o da Viti³ria 
UVL,Kharga
UVO,Uvol
UWA,Ware
UYL,Nyala
UYN,Yulin Yuyang 
UYU,Uyuni
UZC,Uzice-Ponikve
UZH,Unayzah
UZM,Hope Bay
UZR,Urzhar 
UZU,Curuzu Cuatia
VAA,Vaasa 
VAB,Yavarate
VAC,Varrelbusch
VAD,Moody AFB
VAF,Chabeuil
VAG,Major-Brigadeiro Trompowsky 
VAH,Vallegrande
VAI,Vanimo 
VAK,Chevak 
VAL,Valenca
VAM,Villa  Maamigili
VAN,Van Ferit Melen 
VAO,Suavanao Airstrip
VAP,Valparaiso
VAQ,Vanavara 
VAR,Varna 
VAS,Sivas 
VAT,Vatomandry
VAU,Vatukoula
VAV,Lupepau'u 
VAW,Vardoe 
